セブンさん,わわ
セブンさん,こんにちは、セブンです
セブンさん,なんか、ガチ雑談回ということを聞いております
セブンさん,スライドの筆跡があはら先生と別人のような気もしますが
セブンさん,聞いたところ、メチャ気合をいれて丁寧に清書したのだそうです
セブンさん,わわ
セブンさん,微積分講義第30回第3部ガチ回です
セブンさん,明治大学 FMS あはら先生の提供でお送りします
セブンさん,わわ
セブンさん,テイラー展開について説明する回です
セブンさん,テイラーの定理というのがあって
セブンさん,剰余項がｎ無限大で０に収束するようだったら
セブンさん,テイラー展開はべき級数として収束することが期待できます
セブンさん,わわ
セブンさん,また、そもそも、べき級数に収束半径の概念がありますから
セブンさん,どのｘに対して級数が収束するかということは
セブンさん,おおむねわかります
セブンさん,わわ
セブンさん,とはいえ、テイラー展開が収束するようなｘに対して
セブンさん,その極限はｆｘと一致しているのか、という
セブンさん,素朴な疑問はあり得ます
セブンさん,わわ
セブンさん,というのは、ｘイコール０におけるテイラー展開というものが
セブンさん,ｘいこーる０という特定の場所での微分係数たちだけで
セブンさん,表されているわけですよね
セブンさん,わわ
セブンさん,０から少し離れた、いや遠く離れててもいいんですけど
セブンさん,０以外のｘに対して
セブンさん,べき級数の値とｆｘの値が一致するのかどうか
セブンさん,いちおう保証はないような気もします
セブンさん,わわ
セブンさん,微分は無限回微分できるが、テイラー展開はその関数の値にならない
セブンさん,そういう例があるかということですが
セブンさん,グーグルで「テイラー展開できない」で検索すると
セブンさん,あるんですねぇ、そういう関数が
セブンさん,わわ
セブンさん,今回は、グーグルで出てくる関数について
セブンさん,「ガチ証明」を試みます
セブンさん,とはいえ、大学1年の知識で十分に理解可能です
セブンさん,証明は、まぁ、いいや、という人は
セブンさん,関数の式と結果だけを見て、そっと動画を閉じてください
セブンさん,それで構いません
セブンさん,次のページへ進みます
セブンさん,わわ
セブンさん,ネット検索で出てくる関数はこれですね
セブンさん,ｘが正と負とで場合分けされていますが
セブンさん,基本的に一つの式で（初等関数だけで）書けていれば
セブンさん,こういうことは起きないので
セブンさん,なんらかグラフをつなげたようなものになります
セブンさん,わわ
セブンさん,コパイロットに尋ねたところ
セブンさん,ｅのマイナスｘ2乗ブンの１乗が出てきますが
セブンさん,これもｘいこーる０のところの値を０と
セブンさん,場合分けで定義しなければいけないので
セブンさん,結局場合分けです
セブンさん,わわ
セブンさん,この関数はｘがセイのところで
セブンさん,真にセイのアタイをとります
セブンさん,ｅのなんとか乗ですからね
セブンさん,わわ
セブンさん,ところが一方で、０におけるｎ階微分係数は
セブンさん,すべて０であることが計算できます
セブンさん,ｎ階微分係数が全部０ということは
セブンさん,テイラー展開の式を書くと
セブンさん,全部の項が０ということですね
セブンさん,わわ
セブンさん,だから０だけの和なので収束は収束ですが
セブンさん,セイのアタイとることはあり得ません
セブンさん,つまり、テイラー展開と関数の値が一致していないわけです
セブンさん,次のページへ進みます
セブンさん,わわ
セブンさん,とりあえず1階微分、フツウの微分ですね
セブンさん,これが計算できて、しかも連続であることを証明してみましょう
セブンさん,微分の答えはこんな感じです
セブンさん,わわ
セブンさん,セイの場合とフの場合について計算すれば良さそうなので
セブンさん,あまり難しくなさそう、でもありますが
セブンさん,意外と、ｘが０のところの微分係数が少し面倒です
セブンさん,わわ
セブンさん,証明の手順は「ｘがセイ」「ｘがフ」「ｘが０」という
セブンさん,3つの場合に分けで示します
セブンさん,わわ
セブンさん,最初にｘがセイの場合ですが
セブンさん,これは普通にセイのときの関数の式を微分すればそれで済みます
セブンさん,これが答えですね
セブンさん,わわ
セブンさん,つぎにｘがフの場合ですが
セブンさん,これもフの時にはｆｘはずっと０だと言っているので
セブンさん,定数関数を微分して答えは０です
セブンさん,次のページへ進みます
セブンさん,わわ
セブンさん,で、残ったのはｘが０のときです
セブンさん,これは微分係数のそもそもの定義にさかのぼって計算します
セブンさん,わわ
セブンさん,この手の話をすると、決まって質問されることがあるのですが
セブンさん,ｘがセイのときの式の０へのリミットをとれば
セブンさん,０での微分係数が求まるのではないですかと
セブンさん,そういう質問をよくされるのです
セブンさん,わわ
セブンさん,まぁ、今の場合には、そのとおりなんですが
セブンさん,ｆダッシュｘのｘ矢印０のリミットが存在するだけで
セブンさん,それが０での微分係数の存在を保証してくれるので
セブンさん,そういう議論で済ませたいような気もします
セブンさん,わわ
セブンさん,ですが、まぁここは
セブンさん,できるだけ素朴に生きていきたいとおもいますので
セブンさん,愚直に０での微分係数を求めに行きます
セブンさん,０での微分係数は、定義に従ってこの極限ですね
セブンさん,わわ
セブンさん,０の右と左で状況が異なりますので
セブンさん,右極限と左極限にわけて計算します
セブンさん,わわ
セブンさん,右極限ですが
セブンさん,ｈブンノｆｈの右極限ですが
セブンさん,式を書き下してみて
セブンさん,ｔいこーるｈブンの１と置いてみると
セブンさん,よく知った形になっていますので
セブンさん,これは０に収束することがわかります
セブンさん,わわ
セブンさん,左極限ですがそもそもリミットのなかが０ですからこれは０です
セブンさん,わわ
セブンさん,以上により
セブンさん,右極限と左極限が求まって一致していますので
セブンさん,極限が０であることがわかり
セブンさん,０における微分係数が０で確定しました
セブンさん,わわ
セブンさん,以上で、導関数を求める作業はおわっているのですが
セブンさん,ついでにこの導関数が０のところで連続であることを
セブンさん,証明しておきますね
セブンさん,次のページへ行きます
セブンさん,わわ
セブンさん,ま、同じような計算でｆダッシュｘのリミットを求めることができます
セブンさん,だいたい同じような計算ですね
セブンさん,わわ
セブンさん,いちおう、少しコメントをつけておくと
セブンさん,このｆダッシュのｘ矢印０の右極限の計算のほうが
セブンさん,微妙に上位（立場的にすこし収束しにくい）です
セブンさん,そうすると、やっぱり
セブンさん,ｆダッシュ０の存在証明はいらなかったかもと思ってしまいますが
セブンさん,まあでも、できるだけ予備知識なしで説明したいので
セブンさん,こうなりました
セブンさん,結論としては、ｆダッシュ０は０でした
セブンさん,次のページへ行きます
セブンさん,わわ
セブンさん,さて、ｎ階微分が存在して、０でのｎ階微分係数が全部０であることも
セブンさん,確認しておきましょう
セブンさん,こういう形の命題で証明していきます
セブンさん,星マークを付けた式は
セブンさん,具体的な式の形を提示していないですが
セブンさん,だいたいは多項式よりも指数関数のほうが
セブンさん,極限を取るときの影響力が強い状況なので
セブンさん,これでうまくいきます
